loc,title,bedroom,bathroom,parking_space,predicted_price
Taraba,Penthouse,5,1,1,2178572
Anambra,Mansion,5,1,3,3529221
Ebonyi,Bungalow,8,6,3,2211694
Plateau,Detached duplex,4,1,4,1787834
Abia,Penthouse,8,4,6,3295599
Osun,Terrace duplex,4,2,2,1790445
Kebbi,Detached duplex,4,1,2,1547633
Kaduna,Townhouse,5,2,2,1798821
Borno,Apartment,5,7,4,1551051
Oyo,Semi-detached duplex,5,1,5,2287820
Abia,Terrace duplex,1,1,2,593125
Edo,Detached duplex,2,1,4,1851437
Rivers,Terrace duplex,2,2,3,1792305
Ekiti,Apartment,3,1,4,1179656
Zamfara,Bungalow,6,4,1,1851532
Kano,Bungalow,6,4,2,2052088
Kano,Penthouse,5,2,3,2613059
Bayelsa,Cottage,4,1,2,2192265
Delta,Terrace duplex,7,2,3,2848464
Enugu,Terrace duplex,9,4,3,3327878
Nasarawa,Detached duplex,1,2,2,1675775
Delta,Bungalow,7,7,6,3046083
Sokoto,Terrace duplex,1,3,3,907283
Yobe,Bungalow,4,2,2,1193122
Kano,Cottage,5,1,2,1663446
Kogi,Terrace duplex,5,7,4,2045000
Delta,Terrace duplex,6,2,3,2652468
Taraba,Semi-detached duplex,3,1,4,1332639
Imo,Townhouse,4,5,1,2369931
Ogun,Semi-detached duplex,6,6,3,3586111
Katsina,Townhouse,8,6,3,2782998
Benue,Mansion,1,4,1,2108699
Niger,Flat,3,2,4,1223465
Zamfara,Bungalow,2,7,1,1243585
Ebonyi,Apartment,5,3,1,1373726
Borno,Penthouse,2,6,6,1801415
Anambra,Flat,2,6,2,1557491
Rivers,Penthouse,1,2,3,2176351
Kebbi,Apartment,6,1,1,1246162
Ekiti,Bungalow,1,1,6,947532
Oyo,Terrace duplex,2,3,6,1651422
Kano,Apartment,5,5,6,1936322
Oyo,Detached duplex,1,7,3,1567754
Akwa Ibom,Flat,9,7,3,2680551
Bayelsa,Penthouse,8,4,4,4801660
Abia,Flat,1,1,6,795298
Osun,Mansion,8,3,2,4712105
Osun,Terrace duplex,6,5,6,2518196
Plateau,Bungalow,3,1,1,1216692
Katsina,Detached duplex,4,5,2,2077138
Delta,Semi-detached duplex,3,3,2,1920693
Akwa Ibom,Semi-detached duplex,8,4,5,3608120
Lagos,Terrace duplex,9,3,1,4508296
Gombe,Mansion,1,6,6,2145801
Adamawa,Mansion,9,7,5,4014268
Cross River,Townhouse,3,4,3,2069841
Bayelsa,Cottage,5,2,2,2281829
Oyo,Detached duplex,1,2,3,1612713
Plateau,Penthouse,5,7,3,3062268
Zamfara,Terrace duplex,5,6,5,2021048
Enugu,Apartment,5,3,2,2069298
Zamfara,Flat,9,1,2,1698358
Sokoto,Terrace duplex,2,2,1,1053396
Ondo,Bungalow,8,1,3,2833215
Akwa Ibom,Detached duplex,3,2,3,2532849
Abia,Detached duplex,4,1,5,1509791
Plateau,Townhouse,3,4,6,1609607
Osun,Mansion,3,2,5,2761533
Benue,Bungalow,7,5,5,2028450
Ebonyi,Terrace duplex,6,2,3,1834547
Anambra,Flat,4,2,2,1641141
Borno,Apartment,1,3,6,1013713
Kogi,Apartment,9,1,5,2022003
Nasarawa,Semi-detached duplex,2,4,5,1416619
Nasarawa,Townhouse,8,2,3,2932428
Jigawa,Detached duplex,3,2,3,1606107
Enugu,Detached duplex,7,4,4,2968579
Rivers,Semi-detached duplex,5,3,2,2750872
Nasarawa,Terrace duplex,2,1,2,1311537
Kano,Townhouse,2,3,1,1173541
Oyo,Semi-detached duplex,5,6,3,2410207
Oyo,Mansion,8,6,1,5382412
Adamawa,Mansion,1,2,4,2276087
Abia,Cottage,2,2,3,916935
Oyo,Apartment,2,1,2,1218322
Adamawa,Semi-detached duplex,1,3,2,769011
Taraba,Bungalow,6,2,6,2064216
Kano,Penthouse,2,4,6,2031230
Oyo,Mansion,8,3,5,5672369
Bauchi,Semi-detached duplex,3,6,2,1455750
Ebonyi,Townhouse,5,1,3,1614440
Ondo,Mansion,5,1,6,3873037
Niger,Terrace duplex,5,2,3,1747222
Benue,Penthouse,1,1,2,1399813
Ondo,Detached duplex,4,1,2,2073560
Plateau,Terrace duplex,2,1,2,1186306
Adamawa,Bungalow,3,2,2,1268481
Cross River,Mansion,7,6,3,5044540
Enugu,Flat,4,1,5,1827216
Ogun,Apartment,3,2,1,1941347
Niger,Terrace duplex,2,6,4,1385747
Ekiti,Mansion,6,7,1,3963863
Cross River,Terrace duplex,2,1,2,1486440
Bauchi,Detached duplex,1,2,1,1132548
Oyo,Apartment,1,5,3,1197000
Sokoto,Bungalow,4,1,5,1399917
Abia,Townhouse,5,2,4,1465173
Niger,Mansion,3,2,3,3119545
Yobe,Terrace duplex,1,7,2,1278674
Enugu,Mansion,3,1,1,2417647
Kaduna,Bungalow,4,2,2,1360875
Kebbi,Apartment,3,2,4,839608
Bayelsa,Terrace duplex,9,3,4,3855808
Taraba,Semi-detached duplex,9,1,4,2737154
Ondo,Apartment,9,5,6,2657409
Ogun,Penthouse,3,7,3,2982014
Bauchi,Semi-detached duplex,2,6,4,1466458
Anambra,Terrace duplex,3,6,3,1848922
Oyo,Townhouse,4,1,2,1882775
Osun,Flat,1,6,1,1105326
Benue,Bungalow,3,7,6,1364832
Borno,Flat,1,2,3,819514
Borno,Flat,8,5,3,2073060
Katsina,Mansion,3,2,4,2589764
Bayelsa,Bungalow,9,1,6,3692934
Lagos,Terrace duplex,3,1,4,3420980
Benue,Detached duplex,5,5,2,2245983
Lagos,Bungalow,3,2,1,3090383
Delta,Terrace duplex,6,2,6,2857618
Imo,Detached duplex,2,2,1,1633347
Plateau,Penthouse,7,4,1,2535776
Plateau,Terrace duplex,5,1,2,1885678
Imo,Mansion,7,3,1,4177001
Benue,Mansion,4,1,1,2455130
Borno,Mansion,4,1,5,2689329
Cross River,Mansion,2,6,4,3189701
Nasarawa,Apartment,2,2,2,1355349
Kebbi,Bungalow,3,2,3,918718
Benue,Townhouse,3,3,1,1484694
Taraba,Detached duplex,6,1,4,2405284
Kwara,Townhouse,7,2,4,2407925
Akwa Ibom,Bungalow,9,4,2,2436543
Lagos,Penthouse,1,2,1,5378240
Taraba,Mansion,1,1,2,1492801
Cross River,Bungalow,8,5,1,3259238
Adamawa,Apartment,4,4,5,1649599
Abia,Semi-detached duplex,8,2,2,2298010
Plateau,Mansion,1,1,2,2280522
Adamawa,Townhouse,9,6,1,3005717
Ondo,Penthouse,9,7,5,3719016
Imo,Cottage,5,2,3,1873242
Anambra,Penthouse,8,3,6,3761095
Benue,Apartment,2,6,6,1476791
Ogun,Apartment,4,6,2,2037539
Kano,Cottage,4,1,2,1498207
Lagos,Bungalow,7,4,3,3272184
Kano,Terrace duplex,7,6,4,2708499
Katsina,Semi-detached duplex,3,2,3,1291690
Anambra,Detached duplex,3,4,2,2077241
Delta,Apartment,2,1,1,1530271
Bayelsa,Bungalow,1,1,1,1619931
Borno,Bungalow,1,5,2,723198
Kaduna,Terrace duplex,2,2,3,1194204
Ondo,Detached duplex,1,2,1,1460386
Adamawa,Flat,1,6,5,1504044
Cross River,Bungalow,1,7,5,1490102
Ondo,Semi-detached duplex,3,1,4,1749392
Ekiti,Semi-detached duplex,5,4,2,2063705
Gombe,Penthouse,7,7,1,2971519
Ogun,Mansion,2,1,4,3905057
Enugu,Flat,3,7,1,1487275
Osun,Apartment,2,7,6,1480143
Nasarawa,Mansion,8,3,6,4923730
Anambra,Terrace duplex,1,1,2,1173172
Kogi,Semi-detached duplex,2,3,1,973036
Bayelsa,Townhouse,4,2,2,2756795
Kebbi,Terrace duplex,7,4,5,2083392
Enugu,Townhouse,3,2,1,1739553
Kaduna,Penthouse,7,5,3,3061507
Bauchi,Semi-detached duplex,8,1,1,2610949
Edo,Penthouse,1,3,6,2162083
Lagos,Semi-detached duplex,1,1,1,4593072
Borno,Terrace duplex,9,7,2,2523052
Abia,Flat,3,2,1,1234269
Bayelsa,Semi-detached duplex,2,2,1,2002826
Jigawa,Semi-detached duplex,4,2,3,1288750
Abia,Apartment,9,3,5,2366793
Zamfara,Flat,5,2,1,1389386
Ondo,Townhouse,4,2,3,1983977
Kogi,Cottage,4,2,1,1025347
Kogi,Townhouse,1,4,5,1344752
Kebbi,Townhouse,1,1,4,741922
Taraba,Apartment,3,1,1,1361239
Enugu,Apartment,2,4,4,1369649
Cross River,Bungalow,4,6,5,2213230
Anambra,Townhouse,8,1,2,3051307
Kwara,Apartment,4,4,5,1736630
Jigawa,Terrace duplex,1,6,6,911203
Kaduna,Mansion,5,1,3,2527339
Anambra,Detached duplex,6,6,5,2937417
Yobe,Apartment,7,4,2,1983415
Ekiti,Mansion,5,2,3,3491084
Bauchi,Terrace duplex,9,2,4,2644982
Osun,Apartment,5,1,4,1647022
Nasarawa,Flat,8,2,3,2431323
Bauchi,Bungalow,4,2,1,1200195
Delta,Terrace duplex,8,7,2,3308598
Bauchi,Cottage,5,2,3,1396286
Sokoto,Bungalow,3,1,1,1059495
Kogi,Terrace duplex,3,2,4,1195909
Ondo,Semi-detached duplex,5,1,4,2007811
Yobe,Detached duplex,1,2,1,1113130
Ogun,Townhouse,4,2,3,2261346
Nasarawa,Detached duplex,1,3,6,1336361
Kano,Bungalow,8,1,2,2442106
Nasarawa,Mansion,1,1,4,2522230
Kebbi,Penthouse,3,5,1,1677371
Akwa Ibom,Terrace duplex,1,6,2,1599636
Ekiti,Terrace duplex,5,6,1,2081301
Zamfara,Apartment,9,6,1,2562511
Jigawa,Mansion,3,2,2,2418455
Edo,Terrace duplex,4,3,5,2156773
Delta,Townhouse,6,4,4,3209239
Kano,Terrace duplex,7,5,3,2718264
Oyo,Semi-detached duplex,6,3,5,2796550
Osun,Mansion,8,6,5,5103914
Cross River,Detached duplex,5,1,4,2704920
Ebonyi,Mansion,3,2,1,1975870
Lagos,Cottage,5,1,4,4103981
Edo,Detached duplex,2,7,6,1992100
Katsina,Detached duplex,3,6,5,2052350
Bauchi,Cottage,3,1,2,1187370
Edo,Cottage,2,2,1,1241060
Lagos,Penthouse,4,2,3,5062132
Anambra,Semi-detached duplex,3,2,3,1749341
Gombe,Bungalow,4,5,5,1622533
Osun,Penthouse,2,3,3,2420578
Enugu,Flat,2,1,4,1393501
Taraba,Penthouse,1,1,1,1672229
Plateau,Bungalow,3,4,4,1386285
Zamfara,Semi-detached duplex,4,2,5,1598653
Niger,Cottage,5,1,4,1709050
Ekiti,Semi-detached duplex,5,1,4,2028209
Osun,Bungalow,2,7,5,1393223
Adamawa,Flat,7,3,2,2311364
Bayelsa,Mansion,6,6,4,5780966
Kano,Flat,4,2,2,1493362
Adamawa,Apartment,4,7,5,1271371
Yobe,Flat,9,3,5,2602771
Osun,Apartment,4,4,1,2031954
Taraba,Penthouse,5,1,2,2102936
Ondo,Apartment,7,4,4,2524996
Akwa Ibom,Penthouse,5,7,2,3259250
Yobe,Bungalow,3,7,2,1141505
Benue,Mansion,9,3,4,4433761
Enugu,Flat,3,1,3,1425743
Enugu,Bungalow,7,3,1,2266317
Borno,Cottage,2,1,3,943090
Gombe,Terrace duplex,4,7,2,1953027
Borno,Bungalow,1,2,1,766120
Katsina,Detached duplex,2,1,1,1377492
Cross River,Cottage,4,1,3,1822144
Nasarawa,Penthouse,4,7,6,2740612
Sokoto,Detached duplex,2,4,2,1316129
Kwara,Terrace duplex,2,4,4,1293200
Yobe,Penthouse,9,6,2,3131158
Anambra,Flat,8,4,6,2933189
Cross River,Detached duplex,2,1,4,1895869
Oyo,Mansion,4,6,3,3919094
Niger,Apartment,1,7,2,1328784
Taraba,Flat,1,1,2,818927
Osun,Detached duplex,8,2,6,3147536
Anambra,Townhouse,2,3,1,1455639
Nasarawa,Townhouse,8,3,6,2939554
Kano,Mansion,5,7,3,3687460
Adamawa,Townhouse,9,1,1,2858415
Taraba,Penthouse,6,4,3,2547313
Zamfara,Bungalow,2,5,3,978115
Taraba,Townhouse,6,7,6,2421040
Plateau,Flat,2,2,1,1090029
Edo,Mansion,7,2,3,4818107
Akwa Ibom,Mansion,2,2,3,3257452
Kano,Terrace duplex,3,7,6,1825567
Niger,Mansion,8,5,6,5159445
Rivers,Flat,4,2,2,2461786
Kano,Terrace duplex,1,1,3,1206597
Akwa Ibom,Penthouse,6,6,5,3719465
Nasarawa,Mansion,2,2,2,3138520
Ondo,Apartment,1,2,4,1276068
Kaduna,Penthouse,1,2,4,1557243
Enugu,Mansion,9,2,3,5221096
Adamawa,Flat,4,3,3,1585898
Bauchi,Detached duplex,3,7,2,2046757
Kaduna,Terrace duplex,5,2,3,1600456
Kano,Penthouse,3,2,1,1937247
Kebbi,Bungalow,5,1,2,1090480
Katsina,Detached duplex,1,2,1,1272843
Taraba,Semi-detached duplex,9,3,4,2744764
Nasarawa,Bungalow,6,1,2,1854930
Kebbi,Penthouse,1,3,4,1198421
Abia,Mansion,3,1,2,2567870
Osun,Mansion,6,7,1,3894710
Jigawa,Townhouse,1,1,4,1096409
Kogi,Townhouse,1,5,5,1335690
Kwara,Townhouse,2,5,5,1478174
Gombe,Detached duplex,1,5,4,1356787
Rivers,Semi-detached duplex,2,1,1,1591738
Sokoto,Bungalow,5,2,3,1502968
Enugu,Bungalow,5,1,4,2018662
Delta,Townhouse,1,2,2,1707671
Sokoto,Terrace duplex,4,4,3,1638847
Kebbi,Flat,9,7,1,2281674
Kwara,Apartment,4,1,3,1343243
Bayelsa,Semi-detached duplex,7,5,1,3907112
Abia,Terrace duplex,8,4,2,2349316
Imo,Apartment,2,1,1,1053230
Delta,Penthouse,5,7,5,3735630
Ondo,Detached duplex,1,3,3,1700020
Yobe,Townhouse,1,2,3,1063380
Kano,Detached duplex,5,7,4,2414201
Imo,Bungalow,5,1,4,1777027
Lagos,Semi-detached duplex,1,2,1,3905256
Sokoto,Penthouse,7,2,5,2700873
Gombe,Townhouse,1,1,2,957681
Adamawa,Townhouse,9,2,4,2797487
Oyo,Townhouse,2,1,4,1547787
Borno,Flat,7,2,5,1857256
Anambra,Mansion,1,2,3,3579294
Edo,Flat,4,5,5,1936713
Katsina,Mansion,2,5,5,2511210
Borno,Semi-detached duplex,6,6,6,2019233
Osun,Flat,5,1,4,1848587
Gombe,Detached duplex,2,3,2,1352962
Ogun,Bungalow,5,2,3,2168407
Ondo,Detached duplex,3,2,3,2145445
Lagos,Semi-detached duplex,3,4,3,3010159
Bayelsa,Semi-detached duplex,9,1,6,4255156
Bauchi,Townhouse,7,4,5,2406074
Akwa Ibom,Bungalow,3,6,4,2290670
Jigawa,Bungalow,5,5,6,1729720
Kogi,Semi-detached duplex,1,5,5,1257348
Kaduna,Bungalow,3,7,6,1851182
Benue,Detached duplex,8,6,6,3171166
Abia,Detached duplex,5,3,1,1907391
Enugu,Detached duplex,3,3,5,1925268
Anambra,Apartment,2,1,5,1092395
Akwa Ibom,Detached duplex,1,5,4,2341023
Kano,Semi-detached duplex,4,2,5,1857761
Sokoto,Bungalow,2,5,5,1105945
Katsina,Bungalow,5,5,2,1913792
Adamawa,Penthouse,4,1,2,2048682
Ekiti,Bungalow,6,4,6,2122362
Rivers,Semi-detached duplex,3,6,6,2389727
Delta,Apartment,6,2,6,2106686
Katsina,Flat,3,5,3,1543192
Jigawa,Apartment,1,1,4,815487
Oyo,Terrace duplex,8,2,1,2820327
Oyo,Townhouse,2,1,3,1545354
Bauchi,Semi-detached duplex,1,2,4,913670
Kebbi,Detached duplex,9,4,2,2781536
Abia,Mansion,8,2,3,4199727
Zamfara,Semi-detached duplex,5,7,1,1768200
Ondo,Bungalow,2,3,3,1503309
Borno,Flat,8,7,2,2028721
Jigawa,Bungalow,7,5,2,2017924
Enugu,Mansion,2,2,2,2753250
Ekiti,Apartment,8,7,4,2571788
Adamawa,Cottage,2,2,1,1121357
Benue,Semi-detached duplex,3,1,1,1307524
Jigawa,Penthouse,5,7,4,2321822
Anambra,Semi-detached duplex,1,1,2,1062831
Plateau,Penthouse,9,1,6,3450497
Sokoto,Penthouse,3,1,3,1534054
Benue,Detached duplex,3,1,3,1753934
Edo,Mansion,3,1,3,2727665
Cross River,Semi-detached duplex,3,2,1,1704589
Gombe,Detached duplex,1,3,3,1158975
Zamfara,Bungalow,2,4,5,1137529
Bauchi,Penthouse,4,2,4,1870281
Zamfara,Townhouse,5,4,5,2001214
Jigawa,Terrace duplex,3,5,4,1444237
Lagos,Townhouse,4,1,5,2903533
Nasarawa,Apartment,1,2,3,1130060
Sokoto,Semi-detached duplex,3,1,2,1159562
Adamawa,Bungalow,9,1,2,2437389
Osun,Bungalow,4,2,4,1476647
Abia,Semi-detached duplex,4,5,2,1937695
Gombe,Mansion,2,1,4,2052712
Niger,Semi-detached duplex,9,2,2,2591842
Osun,Cottage,4,1,1,1257112
Delta,Terrace duplex,4,2,4,2166986
Ekiti,Mansion,9,4,2,4649818
Katsina,Townhouse,2,4,5,1473691
Kogi,Bungalow,3,2,4,1203633
Jigawa,Apartment,7,6,5,1911210
Benue,Semi-detached duplex,5,4,1,1858400
Adamawa,Bungalow,4,1,4,1417490
Lagos,Terrace duplex,3,1,2,3496123
Plateau,Apartment,3,4,3,1487568
Cross River,Terrace duplex,9,6,4,3685986
Niger,Townhouse,7,3,5,2474392
Ebonyi,Semi-detached duplex,5,1,2,1537717
Borno,Penthouse,2,2,5,1657339
Kano,Detached duplex,3,1,4,1913895
Ekiti,Mansion,5,1,4,3283131
Kano,Flat,5,6,2,1850113
Sokoto,Detached duplex,8,1,4,2574874
Plateau,Detached duplex,6,4,6,2533441
Kebbi,Detached duplex,4,2,2,1492975
Anambra,Mansion,5,2,1,3275996
Edo,Mansion,7,3,2,4695665
Bauchi,Penthouse,4,2,1,1822336
Bayelsa,Terrace duplex,3,1,2,2294177
Abia,Mansion,8,1,2,4417523
Oyo,Bungalow,8,3,2,2914170
Edo,Mansion,5,1,6,3936266
Kaduna,Apartment,3,5,4,1317202
Bayelsa,Detached duplex,3,1,4,2535841
Niger,Penthouse,5,6,6,2615713
Nasarawa,Cottage,4,1,4,1719597
Delta,Mansion,3,3,2,2976170
Katsina,Penthouse,2,7,3,1962836
Zamfara,Terrace duplex,2,2,4,1152907
Nasarawa,Penthouse,5,4,6,2596628
Akwa Ibom,Penthouse,9,2,4,4457729
Benue,Terrace duplex,1,4,3,876415
Akwa Ibom,Detached duplex,2,3,2,1915067
Plateau,Apartment,4,4,4,1661015
Kebbi,Bungalow,2,1,4,878715
Niger,Bungalow,9,4,4,2456202
Borno,Townhouse,3,5,2,1653941
Taraba,Semi-detached duplex,4,1,2,1490525
Taraba,Bungalow,2,7,4,1273212
Borno,Mansion,5,2,2,3118556
Edo,Detached duplex,5,4,6,2547616
Enugu,Apartment,4,6,6,1996421
Katsina,Townhouse,1,2,2,1239766
Kano,Bungalow,7,2,1,2208272
Bauchi,Flat,2,3,3,1170510
Sokoto,Apartment,7,7,5,1874878
Kwara,Townhouse,5,5,6,2100841
Kaduna,Flat,2,5,3,1349980
Zamfara,Semi-detached duplex,6,7,5,2060948
Kebbi,Apartment,7,6,6,2015188
Oyo,Penthouse,6,2,2,3288083
Kano,Detached duplex,3,2,1,1657409
Kano,Apartment,7,2,4,2133072
Cross River,Detached duplex,2,1,1,1619132
Plateau,Mansion,7,6,5,4204127
Cross River,Mansion,9,5,3,6099272
Borno,Penthouse,3,1,3,1722717
Osun,Detached duplex,9,5,6,3412719
Anambra,Flat,8,2,6,2738481
Akwa Ibom,Apartment,5,1,1,1838306
Plateau,Semi-detached duplex,2,1,1,1156030
Ogun,Apartment,2,6,3,1619727
Adamawa,Detached duplex,1,2,3,1222100
Gombe,Bungalow,1,2,2,963112
Zamfara,Penthouse,1,1,2,1363889
Katsina,Detached duplex,2,6,3,1615132
Taraba,Semi-detached duplex,8,7,1,2844287
Plateau,Flat,6,3,6,1987120
Kaduna,Townhouse,4,1,3,1763332
Kaduna,Townhouse,9,4,4,2902503
Ebonyi,Apartment,2,4,2,1020999
Niger,Penthouse,2,4,4,1961538
Osun,Mansion,9,6,6,5071843
Gombe,Mansion,7,4,1,3415817
Bayelsa,Terrace duplex,4,2,5,2974250
Borno,Townhouse,9,3,2,2608246
Cross River,Penthouse,5,1,1,2875908
Ogun,Detached duplex,7,2,5,3215563
Benue,Semi-detached duplex,9,5,1,2905001
Kano,Detached duplex,5,1,3,2115870
Ogun,Terrace duplex,7,3,5,3010741
Jigawa,Bungalow,2,2,3,1061526
Osun,Terrace duplex,3,2,3,1544447
Plateau,Flat,5,2,4,1711823
Ondo,Semi-detached duplex,4,1,4,1887228
Borno,Townhouse,3,1,2,1582309
Bauchi,Mansion,3,1,1,1906255
Kogi,Semi-detached duplex,2,5,6,1427061
Bauchi,Mansion,7,6,6,3240109
Osun,Flat,2,1,4,1381857
Kogi,Flat,3,1,3,1155518
Jigawa,Flat,2,1,1,1137349
Adamawa,Semi-detached duplex,9,2,1,2647681
Nasarawa,Bungalow,2,1,3,1116650
Ondo,Terrace duplex,6,5,2,2471893
Bauchi,Terrace duplex,4,3,5,1951683
Kano,Terrace duplex,3,2,3,1493110
Osun,Apartment,4,2,3,1334509
Osun,Bungalow,5,6,1,1844570
Katsina,Apartment,8,4,6,2105057
Gombe,Apartment,8,4,2,2010418
Osun,Flat,1,4,4,1276970
Taraba,Bungalow,8,5,3,2416990
Ebonyi,Semi-detached duplex,3,1,4,1220729
Katsina,Bungalow,4,4,5,1766176
Adamawa,Semi-detached duplex,4,4,3,1727253
Kano,Townhouse,8,4,1,2633128
Bayelsa,Apartment,2,2,2,1659826
Kebbi,Apartment,3,5,6,1297620
Kwara,Penthouse,6,6,4,2410601
Plateau,Semi-detached duplex,4,2,6,1756380
Abia,Bungalow,2,2,5,1008039
Enugu,Terrace duplex,4,4,3,2288033
Enugu,Penthouse,3,4,3,2427976
Adamawa,Apartment,1,5,3,962896
Zamfara,Mansion,4,1,1,2577183
Cross River,Flat,4,1,4,1930904
Sokoto,Townhouse,9,1,1,2693928
Lagos,Semi-detached duplex,7,1,1,3080889
Abia,Detached duplex,1,1,1,552176
Kwara,Bungalow,1,2,3,795118
Ogun,Detached duplex,5,2,2,2618750
Bayelsa,Detached duplex,1,5,1,2354246
Rivers,Townhouse,2,5,2,2092452
Kebbi,Flat,4,1,1,1053089
Kano,Penthouse,5,2,3,2613059
Katsina,Penthouse,8,5,6,3496286
Jigawa,Semi-detached duplex,3,1,4,1226879
Gombe,Flat,4,3,1,1147811
Cross River,Terrace duplex,7,7,2,2798133
Imo,Mansion,3,4,3,2842317
Borno,Mansion,7,7,6,2480434
Borno,Detached duplex,2,1,1,1219383
Katsina,Townhouse,5,2,2,1851301
Abia,Mansion,5,2,2,2363439
Kaduna,Terrace duplex,1,2,2,962509
Imo,Semi-detached duplex,1,5,1,1293671
Gombe,Apartment,5,2,4,1690645
Oyo,Semi-detached duplex,4,1,1,1678870
Ondo,Apartment,8,4,3,2770360
Anambra,Penthouse,9,6,5,4177100
Kaduna,Terrace duplex,3,4,5,1417673
Yobe,Detached duplex,2,2,3,1305039
Enugu,Detached duplex,3,2,1,1884187
Kaduna,Terrace duplex,4,2,6,1736301
Nasarawa,Penthouse,2,3,1,1943374
Kebbi,Penthouse,5,2,6,2016956
Kogi,Bungalow,7,2,6,2153200
Jigawa,Semi-detached duplex,1,2,3,914837
Plateau,Terrace duplex,2,1,4,1134923
Borno,Semi-detached duplex,7,6,5,2194097
Yobe,Townhouse,2,1,4,1257023
Bayelsa,Bungalow,3,2,4,1938944
Akwa Ibom,Detached duplex,1,1,2,1853688
Enugu,Townhouse,8,5,1,3148865
Taraba,Mansion,3,6,1,2231620
Ebonyi,Apartment,5,7,3,1590520
Gombe,Penthouse,6,1,1,2307064
Bauchi,Penthouse,8,2,5,3010747
Nasarawa,Semi-detached duplex,7,1,5,2453369
Gombe,Flat,9,5,3,2556558
Katsina,Terrace duplex,5,4,1,1947624
Borno,Penthouse,1,1,2,1277378
Ogun,Terrace duplex,2,2,1,1707947
Cross River,Apartment,3,1,3,1558564
Oyo,Bungalow,2,6,5,1460668
Taraba,Penthouse,8,5,5,2805130
Edo,Apartment,1,1,4,1249552
Yobe,Penthouse,3,2,4,1528205
Borno,Mansion,2,7,5,2495100
Borno,Townhouse,1,1,5,1083929
Adamawa,Penthouse,7,7,1,3065805
Edo,Townhouse,7,5,6,3212191
Enugu,Bungalow,8,5,2,2710384
Ekiti,Townhouse,9,1,2,2933355
Taraba,Apartment,7,6,3,1998757
Enugu,Penthouse,6,4,5,3144472
Oyo,Terrace duplex,8,4,1,3110104
Anambra,Townhouse,2,7,1,1899667
Adamawa,Semi-detached duplex,7,1,3,2312567
Niger,Mansion,3,1,4,3034819
Borno,Semi-detached duplex,1,1,3,995770
Ekiti,Terrace duplex,3,2,2,1487108
Delta,Mansion,4,2,4,4196984
Rivers,Detached duplex,2,7,6,2950297
Gombe,Bungalow,4,3,4,1471820
Ondo,Terrace duplex,1,1,3,1251733
Ebonyi,Penthouse,3,1,2,1638190
Adamawa,Townhouse,2,3,4,1161856
Sokoto,Terrace duplex,8,4,2,2319257
Edo,Penthouse,4,4,3,2930869
Ondo,Townhouse,8,5,5,3344561
Imo,Townhouse,1,1,1,1045748
Bayelsa,Detached duplex,9,2,5,4363259
Ebonyi,Mansion,3,1,1,1394924
Abia,Terrace duplex,5,3,2,1541392
Katsina,Cottage,1,2,3,922698
Osun,Mansion,5,2,3,3395410
Jigawa,Apartment,3,3,1,1206397
Ebonyi,Semi-detached duplex,4,1,1,1262300
Ondo,Semi-detached duplex,8,3,4,3115961
Sokoto,Terrace duplex,8,5,5,2230182
Delta,Flat,5,2,1,2451830
Kebbi,Apartment,5,2,2,1128830
Bauchi,Mansion,2,1,4,2044798
Yobe,Bungalow,9,7,5,2247469
Nasarawa,Detached duplex,4,1,1,2122872
Enugu,Apartment,1,4,2,1222103
Edo,Apartment,9,1,3,2600513
Ondo,Townhouse,5,2,2,2333230
Ogun,Townhouse,8,1,5,3575573
Sokoto,Mansion,1,3,1,1386745
Plateau,Detached duplex,9,6,1,3239063
Imo,Apartment,1,2,3,1116360
Plateau,Townhouse,4,2,4,1710439
Delta,Townhouse,7,1,5,3103303
Benue,Penthouse,2,2,4,1782674
Oyo,Semi-detached duplex,3,1,3,1495130
Borno,Detached duplex,4,4,1,1828692
Bauchi,Townhouse,3,1,3,1522943
Kebbi,Terrace duplex,1,2,1,621980
Ebonyi,Terrace duplex,1,5,4,1104490
Osun,Townhouse,5,2,3,2112249
Taraba,Terrace duplex,8,3,2,2487345
Edo,Apartment,8,5,1,2532730
Nasarawa,Terrace duplex,9,6,1,2724378
Adamawa,Detached duplex,3,7,2,1813294
Bayelsa,Semi-detached duplex,5,1,5,3104064
Osun,Apartment,7,4,6,2432418
Jigawa,Semi-detached duplex,4,4,2,1739553
Kaduna,Bungalow,9,4,2,2379487
Imo,Flat,1,1,3,1116972
Lagos,Semi-detached duplex,8,2,2,4226165
Kogi,Bungalow,2,1,1,882643
Plateau,Terrace duplex,2,5,4,1390783
Ondo,Detached duplex,3,2,2,2152769
Delta,Mansion,9,3,4,5727687
Lagos,Flat,6,5,4,3222381
Benue,Mansion,7,2,1,3653934
Zamfara,Townhouse,5,2,2,1880856
Borno,Terrace duplex,2,7,3,1383628
Lagos,Penthouse,5,7,5,4405748
Abia,Penthouse,1,1,2,1025856
Borno,Cottage,1,1,2,776160
Anambra,Apartment,4,2,2,1511520
Ogun,Apartment,5,2,2,2018774
Taraba,Townhouse,6,6,4,2222570
Kano,Penthouse,7,5,5,3147267
Kano,Detached duplex,7,1,5,2920665
Rivers,Terrace duplex,3,5,4,2340658
Ebonyi,Cottage,1,2,3,819945
Imo,Terrace duplex,9,7,5,3353208
Niger,Bungalow,3,1,1,1096613
Imo,Bungalow,8,7,1,2908106
